target_tier,target_score,campus,state,course_code,greek_pct,greek_chapters,greek_elig,live_picker,doc_confirmed_profs,doc_likely_profs,exam1_chapters,textbook,syllabus,documents,high_value,market_priority,intel_status,recommended_action
D,22,Thomas Jefferson University,,ACCT 101,4,4,eligible,,0,0,,,Y,20,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,22,University of North Carolina at Greensboro,NC,ACC 201,0.14,18,eligible,,0,0,,,Y,14,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,22,University of Vermont,VT,BUS 1610,11,16,eligible,,0,0,,,Y,14,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,22,University of Houston,TX,ACCT 2301,6,34,eligible,,0,0,,,Y,14,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,22,University of North Carolina at Asheville,,ACCT 215,2,4,eligible,,0,0,,,Y,2,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,21,"University of California, Santa Barbara",CA,ECON 3A,,,eligible,,0,0,,,Y,11,2,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,20,Canisius College,NY,ACC 201,,1,,,0,3,,,,17,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,20,Marquette University,,ACCO 1030,,15,eligible,,0,0,,,,13,2,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,20,Elon University,NC,ACC2010,,,,,0,1,,,,2,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,20,Rutgers University-Camden,NJ,52:010:101,,,,,0,1,,,,13,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,20,"So Illinois, Edwardsville",IL,ACCT 200,,,,,0,1,,,,15,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,20,Azusa Pacific University,CA,ACCT 210,,10,,,0,0,,,,3,2,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,19,Albany State University,GA,ACCT 2101,,10,,,0,0,,,,16,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,19,Lamar University,TX,ACCT 2301,,16,,,0,0,,,,14,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,19,Montana State University,MT,ACTG 201,,10,,,0,0,,,,17,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,19,Georgia State University,GA,ACCT 2101,,21,eligible,,0,0,,,,8,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,18,Erskine College,SC,BA 221,,8,,,0,0,,,,1,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,18,Rockhurst University,MO,AC 2010,,9,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,18,Chaffey College,CA,ACCTG 1A,,8,,,0,0,,,,11,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,18,Texas State University,TX,ACC 2361,,24,,,0,0,,,,10,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,18,Claflin University,SC,ACCT 210,,8,,,0,0,,,,1,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,18,University of South Carolina Upstate,SC,ACCT U225,,12,,,0,0,,,,11,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,18,University of Missouri–St. Louis,MO,ACCTNG 2400,,8,,,0,0,,,,10,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,18,College of the Rockies,BC,,,,,,0,0,,Y,Y,7,0,,COMPLETE,thin evidence; human review
D,18,Indiana University Southeast,IN,BUS-A 201,,8,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,18,Franklin University,OH,,,,,,0,0,,Y,Y,8,0,,COMPLETE,thin evidence; human review
D,18,Concord University,WV,ACCT 205,,8,,,0,0,,,,12,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,18,The University of Texas at Dallas,TX,ACCT 2301,,23,eligible,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,18,Jacksonville University,FL,ACCT 201,,11,,,0,0,,,,3,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,18,Augsburg University,MN,ACC 221,,16,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,18,George Brown College,ON,,,,,,0,0,,Y,Y,3,0,,COMPLETE,thin evidence; human review
D,18,Arkansas State University,AR,ACCT 2023,,22,eligible,,0,0,,,,1,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,18,The University of Texas Rio Grande Valley,TX,ACCT 2301,,8,,,0,0,,,,17,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,18,College of New Caledonia,BC,,,,,,0,0,,Y,Y,7,0,,COMPLETE,thin evidence; human review
D,18,Langara College,BC,,,,,,0,0,,Y,Y,7,0,,COMPLETE,thin evidence; human review
D,18,Ohio Northern University,OH,BIZ 2101,,11,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,18,Savannah State University,GA,ACCT 2101,,9,,,0,0,,,,5,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,18,Texas Woman's University,TX,ACCT 2043,,8,,,0,0,,,,6,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,18,Cleveland State University,OH,ACT 221,,16,,,0,0,,,,18,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,18,University of North Alabama,AL,AC 291,,17,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,18,Hawaii Pacific University,HI,ACCT 2000,,19,,,0,0,,,,6,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,18,Bay Path University,MA,ACC 100,,13,,,0,0,,,,3,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,18,Loyola University New Orleans,LA,ACCT B202,,13,,,0,0,,,,12,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,17,Morehouse College,GA,HBA 201,10,5,eligible,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,17,John Brown University,AR,ATG 2173,6,,eligible,,0,0,,,,12,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,17,Catholic University of America,,ACCT-205,1,1,eligible,,0,0,,,,5,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,17,Washington College,,BUS 112,10,7,eligible,,0,0,,,,4,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,17,University of South Florida,FL,ACG 2021,6,39,eligible,,0,0,,,,12,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,17,University of Massachusetts Lowell,MA,ACCT.2010,6,5,eligible,,0,0,,,,5,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,16,San Diego State University San,CA,ACCT 100,,,,,0,0,,,Y,15,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,16,Penn State New Kensington,PA,ACCTG 211,,,,,0,0,,,Y,14,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,16,Penn State Abington,PA,ACCTG 211,,,,,0,0,,,Y,15,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,16,Penn State Berks,PA,ACCTG 211,,,,,0,0,,,Y,16,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,16,Liberty University,VA,ACCT 211,,3,,,0,0,,,Y,18,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,16,Penn State Brandywine,PA,ACCTG 211,,,,,0,0,,,Y,11,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,15,Campbellsville University,KY,ACC 221,,6,,,0,0,,,Y,7,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,15,University of Cincinnati-Main Campus,,,16,50,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,15,Florida Southern College,FL,,,,,,0,1,,,Y,8,0,,NEEDS_REVIEW,thin evidence; human review
D,15,Fayetteville State Univ,NC,ACCT 211,,,,,0,0,,,Y,20,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,15,Johnson County Community College,KS,ACCT 121,,,,,0,0,,,Y,5,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,15,Texas Wesleyan University Fort,TX,ACC 2303,,,,,0,0,,,Y,23,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,15,Univ of Alaska Southeast,AK,ACCT S201,,,,,0,0,,,Y,16,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,15,Hobart William Smith Colleges,,,16,7,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,15,Community College of Rhode Island,RI,,,,,,0,10,,,Y,2,0,,NEEDS_REVIEW,thin evidence; human review
D,15,Harrisburg Area Community College,PA,,,,,,0,1,,,Y,5,0,,NEEDS_REVIEW,thin evidence; human review
D,15,"Univ of Calif, Irvine",CA,MGMT 30A,,,,,0,0,,,Y,8,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,15,Samford University,AL,ACCT 211,,,,,0,0,,,Y,19,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,15,Xavier University,OH,,,,,,0,2,,,Y,3,0,,NEEDS_REVIEW,thin evidence; human review
D,15,Duquesne University,PA,ACCT 214,,,,,0,0,,,Y,5,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,15,Virginia Commonwealth,VA,,,,,,0,3,,,Y,3,0,,NEEDS_REVIEW,thin evidence; human review
D,15,East Tennessee State Univ Johnson,TN,,,,,,0,1,,,Y,6,0,,NEEDS_REVIEW,thin evidence; human review
D,15,Milwaukee School of Engineering,,,17,4,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,15,Uof Arkansas at Monticello,AR,,,,,,0,5,,,Y,7,0,,NEEDS_REVIEW,thin evidence; human review
D,15,Calumet College of Saint Joseph,IN,ACCT 210,,7,,,0,0,,,Y,3,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,15,Queens Univ of Charlotte,NC,ACC 120,,,,,0,0,,,Y,11,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,15,Governors State University,IL,,,,,,0,9,,,Y,10,0,,NEEDS_REVIEW,thin evidence; human review
D,15,University of Houston - Clear Lake,TX,ACCT 2301,,,,,0,0,,,Y,4,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,15,Linfield College,OR,BNAC 260,,,,,0,0,,,Y,5,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,15,Union College,,,22,17,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,15,University of North Carolina-Wilmington,,,19,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,15,Illinois Institute of Technology,,,18,,eligible,,0,0,,,,0,0,,NO_RESULT,dark — needs domain/course-code backfill
D,15,Pace University New,NY,ACC 203,,,,,0,0,,,Y,14,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,15,State Un College at Geneseo,NY,ACCT 102,,,,,0,0,,,Y,13,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,15,McGill University,QC,,,,,,0,2,,,Y,3,0,,NEEDS_REVIEW,thin evidence; human review
D,15,Case Western Reserve Univ,OH,,,,,,0,1,,,Y,1,0,,NEEDS_REVIEW,thin evidence; human review
D,15,Tennessee at Chattanooga,TN,ACC 2010,,,,,0,0,,,Y,13,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,15,Modesto Junior College,CA,,,,,,0,1,,,Y,1,0,,NEEDS_REVIEW,thin evidence; human review
D,14,University of Richmond,VA,,,,,,0,0,,Y,,9,1,,COMPLETE,thin evidence; human review
D,13,Oxnard College,CA,,,,,,0,0,,Y,Y,11,0,,NEEDS_REVIEW,thin evidence; human review
D,13,Lewis and Clark Community College,IL,,,,no_social_greek,,0,2,,Y,Y,3,0,,COMPLETE,low priority — no social Greek (weak channel)
D,13,East Central College,MO,ACC 102,,,,,0,0,,,,10,3,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,13,Nashville State Community College,TN,,,,,,0,0,,Y,Y,2,0,,NEEDS_REVIEW,thin evidence; human review
D,11,Saint Joseph's University,PA,ACC 101,,,,,0,0,,,,6,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,11,Temple University,PA,ACCT 2101,,,,,0,0,,,,15,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,11,Idaho State University,ID,ACCT 2201,,,,,0,0,,,,16,1,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Montana State Univ-Billings,MT,ACTG 201,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,University of New Hampshire,NH,ACCT 532,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Missouri Southern St Univ,MO,ACCT 0201,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Univ of Central Florida,FL,ACC 201,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Park University,MO,AC 201,,,,,0,0,,,,11,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Southern Illinois Univ,IL,ACCT250,,,,,0,0,,,,5,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Southeastern Oklahoma St,OK,ACCT-2103,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Texas A&M - Corpus Christi Corp,TX,ACCT 2301,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Michigan Technological Univ,MI,ACC 2000,,,,,0,0,,,,14,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Carson Newman University,TN,ACCT 201,,,,,0,0,,,,12,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,SUNY Fredonia,NY,ACCT 201,,7,,,0,0,,,,18,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Northeastern Illinois Univ,IL,ACTG-201,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Georgian Court University,NJ,AC211,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Siena College,NY,ACCT - 200,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,East Carolina University,NC,ACCT 2401,,1,,,0,0,,,,17,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Radford University,VA,ACTG 211,,1,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Winston-Salem State University,NC,ACC 2316,,7,,,0,0,,,,8,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Hofstra University,NY,ACCT 101,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Middle Tennessee State Univ,TN,ACTG 2110,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Tidewater Community College,VA,ACC 211,,,,,0,0,,,,11,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Spalding University,KY,ACC 261,,3,,,0,0,,,,3,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,St. Cloud State University Saint,MN,ACCT291,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Missouri Univ Science & Tech,MO,BUS 1210,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Penn State U Great Valley,PA,ACCTG 211,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Western Colorado University,CO,ACC 201,,4,,,0,0,,,,2,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,University of Wisconsin–Stevens Point,WI,ACCT 210,,5,,,0,0,,,,17,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Longwood University,VA,ACCT 240,,,,,0,0,,,,5,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Sacred Heart University,CT,AC 221,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Univ of Alaska Fairbanks,AK,ACCT F261X,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Indiana University,IN,BUS-A 201,,,,,0,0,,,,5,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Purdue Univ Fort Wayne Fort,IN,BUS A201,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Univ So Carolina at Aiken,SC,BADM A225,,,,,0,0,,,,2,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Georgetown University,DC,ACCT 1001,,,,,0,0,,,,8,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Univ Illinois at Springfield,IL,ACC 211,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Univ of Texas at Tyler,TX,ACCT 2301,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Stonehill College,MA,ACC 203,,,,,0,0,,,,1,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,University of Notre Dame Notre,IN,ACCT 20100,,,,,0,0,,,,11,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Stockton University,NJ,ACCT 2110,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Northern Michigan Univ,MI,ACT 230,,,,,0,0,,,,17,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Montclair State University,NJ,ACCT201,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,IUSB Indiana Uat South Bend South,IN,BUS-A 201,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Southern Univ at New Orleans New,LA,ACCT 201N,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Morehead State University,KY,ACCT 281,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Rowan University,NJ,ACC 03210,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Jackson State University,MS,ACC 211,,,,,0,0,,,,19,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Oakland University,MI,ACC 2000,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Tarleton State University,TX,ACCT 2301,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,SUNY College at Oneonta,NY,ACCT 2100,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,South Carolina State Univ,SC,ACCT207,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Woodbury University,CA,ACCT 205,,2,,,0,0,,,,13,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,U Missouri - Kansas City Kansas,MO,ACCTNG 210,,,,,0,0,,,,10,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Texas Southern University,TX,ACCT 2301,,,,,0,0,,,,11,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,U Massachusetts Boston,MA,af 210,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,McNeese State University Lake,LA,BUA 1000,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Roger Williams University,RI,ACCTG 201,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Fort Lewis College,CO,ACC 225,,,,,0,0,,,,5,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,University of Dallas,TX,BUS 1310,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Univ of Nebraska at Omaha,NE,ACCT 2010,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Shenandoah University,VA,BA 211,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Florida A&M University,FL,ACG 2021,,,,,0,0,,,,11,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,University of La Verne,CA,ACCT 201,,7,,,0,0,,,,14,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Metropolitan St Univ Denver,CO,ACC 2010,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Gannon University,PA,BCOR 201,,,,,0,0,,,,1,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,St. John Fisher College,NY,ACCT 101,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,University of Colorado Colorado Springs,CO,ACCT 2010,,5,,,0,0,,,,24,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Eastern Kentucky University,KY,ACC 201,,1,,,0,0,,,,4,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Ramapo College-New Jersey,NJ,ACCT 221,,,,,0,0,,,,2,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Providence College,RI,ACC 203,,,,,0,0,,,,13,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Saint Ambrose University,IA,ACC 201,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Ouachita Baptist University,AR,ACCT 2013,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Univ of Nebraska at Kearney,NE,ACCT 250,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Southeastern Oklahoma State University,OK,ACCT 2103,,6,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Ottawa University,KS,ACC 20364,,5,,,0,0,,,,13,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,University of North Florida,FL,ACG2021,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,University of New Haven West,CT,ACCT 1101,,,,,0,0,,,,9,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Quinnipiac University,CT,AC-211,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,University of Baltimore,MD,ACCT 201,,,,,0,0,,,,13,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Univ N Carolina at Charlotte,NC,ACCT 2121,,,,,0,0,,,,1,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,North Park University,IL,ACCT 2110,,,,,0,0,,,,1,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,North Carolina Central Univ,NC,ACCT 2400,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Delaware State University,DE,ACCT 201,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Univ N Carolina at Pembroke,NC,ACC 2270,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Stevens Institute of Tech,NJ,ACC 200,,,,,0,0,,,,11,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Missouri Southern State University,MO,AC 201,,5,,,0,0,,,,1,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Texas A&M Univ-Kingsville,TX,ACCT 2301,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Indiana University East,IN,BUS-A 201,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Mississippi College,MS,ACC 201,,,,,0,0,,,,9,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Minnesota State U Moorhead,MN,ACCT 230,,,,,0,0,,,,10,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Central College,IA,ACCT 241,,6,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Campbell University,NC,ACCT 215,,6,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Georgia Southwestern St Un,GA,ACCT 2101,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Southern University & A&M Baton,LA,ACCT200,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Purdue University Northwest,IN,ACC 20000,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Murray State University,KY,ACC 200,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Loyola University Maryland,MD,AC 201,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Morgan State University,MD,ACCT 211,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,LeMoyne College,NY,ACT 201,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,The College of New Jersey,NJ,ACC 201,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,University of Denver,CO,ACTG 2200,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Lehigh University,PA,ACCT 151,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Univ of Michigan-Flint,MI,ACC 201,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Texas A&M University Coll,TX,ACCT 209/229/640,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Southwest Baptist Univ,MO,ACC 2013,,,,,0,0,,,,12,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,College of DuPage,IL,ACCOU 2140,,,,,0,0,,,,14,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Lipscomb University,TN,AC 2103,,,,,0,0,,,,5,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Louisiana Tech University,LA,ACCT 201,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Saginaw Valley State Univ Univ,MI,ACC 111,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Stony Brook University Stony,NY,ACC 210,,,,,0,0,,,,13,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Pittsburg State University,KS,ACCTG-201,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Susquehanna University,PA,ACCT 200,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Embry-Riddle Aeronautical U Daytona,FL,ACCT 210,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Harvard University,MA,ECON S-1900,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Alabama State University,AL,ACT 211,,7,,,0,0,,,,2,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Southern Arkansas Univ,AR,ACCT 2003,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Penn State DuBois,PA,ACCT 211,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Northwood University,MI,ACC-2410,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Angelo State University,TX,ACCT 2301,,2,,,0,0,,,,4,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Hannibal-LaGrange University,MO,ACC 243,,,,,0,0,,,,1,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Union University,TN,ACC 211,,,,,0,0,,,,15,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Nicholls State University,LA,ACCT 205,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,10,Oakland Community College,MI,ACC 1810,,7,,,0,0,,,,4,0,,NEEDS_REVIEW,course known; needs prof + exam evidence
D,10,Salem State University,MA,ACC 106,,,,,0,0,,,,0,0,,NO_RESULT,course known; needs prof + exam evidence
D,9,Central Virginia Community College,VA,,,,eligible,,0,0,,,Y,1,0,,NEEDS_REVIEW,thin evidence; human review
